none,æ,阿
none,ɑ,阿
none,ʌ,阿
none,ɛ,埃
none,eɪ,埃
none,ə,厄
none,i,伊
none,ɪ,伊
none,ɔ,奥
none,o,奥
none,əʊ,欧
none,oʊ,欧
none,u,乌
none,ʊ,乌
none,ju,尤
none,jʊ,尤
none,aɪ,艾
none,aʊ,奥
none,æn,安
none,an,安
none,ʌn,安
none,æŋ,安
none,ɑn,昂
none,ʌŋ,昂
none,aʊn,昂
none,ɔn,昂
none,ɔŋ,昂
none,ən,恩
none,əŋ,恩
none,ɛn,恩
none,ɛŋ,恩
none,ɪn,因
none,in,因
none,ɪən,因
none,jən,因
none,ɪŋ,英
none,iŋ,英
none,un,温
none,oʊn,温
none,uŋ,翁
b,none,布
b,æ,巴
b,ɑ,巴
b,ʌ,巴
b,ɛ,贝
b,eɪ,贝
b,ə,伯
b,i,比
b,ɪ,比
b,ji,比
b,jɪ,比
b,ɔ,博
b,o,博
b,əʊ,博
b,oʊ,博
b,u,布
b,ʊ,布
b,ju,比尤
b,jʊ,比尤
b,aɪ,拜
b,aʊ,包
b,æn,班
b,an,班
b,ʌn,班
b,æŋ,班
b,ɑn,邦
b,ʌŋ,邦
b,aʊn,邦
b,ɔn,邦
b,ɔŋ,邦
b,ən,本
b,əŋ,本
b,ɛn,本
b,ɛŋ,本
b,ɪn,宾
b,in,宾
b,ɪən,宾
b,jən,宾
b,ɪŋ,宾
b,iŋ,宾
b,un,本
b,oʊn,本
b,uŋ,邦
p,none,普
p,æ,帕
p,ɑ,帕
p,ʌ,帕
p,ɛ,佩
p,eɪ,佩
p,ə,珀
p,i,皮
p,ɪ,皮
p,ji,皮
p,jɪ,皮
p,ɔ,波
p,o,波
p,əʊ,波
p,oʊ,波
p,u,普
p,ʊ,普
p,ju,皮尤
p,jʊ,皮尤
p,aɪ,派
p,aʊ,保
p,æn,潘
p,an,潘
p,ʌn,潘
p,æŋ,潘
p,ɑn,庞
p,ʌŋ,庞
p,aʊn,庞
p,ɔn,庞
p,ɔŋ,庞
p,ən,彭
p,əŋ,彭
p,ɛn,彭
p,ɛŋ,彭
p,ɪn,平
p,in,平
p,ɪən,平
p,jən,平
p,ɪŋ,平
p,iŋ,平
p,un,蓬
p,oʊn,蓬
p,uŋ,蓬
d,none,德
d,æ,达
d,ɑ,达
d,ʌ,达
d,ɛ,德/带
d,eɪ,德/带
d,ə,德
d,i,迪
d,ɪ,迪
d,ji,迪
d,jɪ,迪
d,ɔ,多
d,o,多
d,əʊ,多
d,oʊ,多
d,u,杜
d,ʊ,杜
d,ju,迪尤
d,jʊ,迪尤
d,aɪ,代
d,aʊ,道
d,æn,丹
d,an,丹
d,ʌn,丹
d,æŋ,丹
d,ɑn,当
d,ʌŋ,当
d,aʊn,当
d,ɔn,当
d,ɔŋ,当
d,ən,登
d,əŋ,登
d,ɛn,登
d,ɛŋ,登
d,ɪn,丁
d,in,丁
d,ɪən,丁
d,jən,丁
d,ɪŋ,丁
d,iŋ,丁
d,un,敦
d,oʊn,敦
d,uŋ,东/栋
t,none,特
t,æ,塔
t,ɑ,塔
t,ʌ,塔
t,ɛ,特/泰
t,eɪ,特/泰
t,ə,特
t,i,蒂
t,ɪ,蒂
t,ji,蒂
t,jɪ,蒂
t,ɔ,托
t,o,托
t,əʊ,托
t,oʊ,托
t,u,图
t,ʊ,图
t,ju,蒂尤
t,jʊ,蒂尤
t,aɪ,泰
t,aʊ,陶
t,æn,坦
t,an,坦
t,ʌn,坦
t,æŋ,坦
t,ɑn,唐
t,ʌŋ,唐
t,aʊn,唐
t,ɔn,唐
t,ɔŋ,唐
t,ən,滕
t,əŋ,滕
t,ɛn,滕
t,ɛŋ,滕
t,ɪn,廷
t,in,廷
t,ɪən,廷
t,jən,廷
t,ɪŋ,廷
t,iŋ,廷
t,un,通
t,oʊn,通
t,uŋ,通
g,none,格
g,æ,加
g,ɑ,加
g,ʌ,加
g,ɛ,盖
g,eɪ,盖
g,ə,格
g,i,吉
g,ɪ,吉
g,ji,吉
g,jɪ,吉
g,ɔ,戈
g,o,戈
g,əʊ,戈
g,oʊ,戈
g,u,古
g,ʊ,古
g,ju,久
g,jʊ,久
g,aɪ,盖
g,aʊ,高
g,æn,甘
g,an,甘
g,ʌn,甘
g,æŋ,甘
g,ɑn,冈
g,ʌŋ,冈
g,aʊn,冈
g,ɔn,冈
g,ɔŋ,冈
g,ən,根
g,əŋ,根
g,ɛn,根
g,ɛŋ,根
g,ɪn,金
g,in,金
g,ɪən,金
g,jən,金
g,ɪŋ,京
g,iŋ,京
g,un,贡
g,oʊn,贡
g,uŋ,贡
k,none,克
k,æ,卡
k,ɑ,卡
k,ʌ,卡
k,ɛ,凯
k,eɪ,凯
k,ə,克
k,i,基
k,ɪ,基
k,ji,基
k,jɪ,基
k,ɔ,科
k,o,科
k,əʊ,科
k,oʊ,科
k,u,库
k,ʊ,库
k,ju,丘
k,jʊ,丘
k,aɪ,凯
k,aʊ,考
k,æn,坎
k,an,坎
k,ʌn,坎
k,æŋ,坎
k,ɑn,康
k,ʌŋ,康
k,aʊn,康
k,ɔn,康
k,ɔŋ,康
k,ən,肯
k,əŋ,肯
k,ɛn,肯
k,ɛŋ,肯
k,ɪn,金
k,in,金
k,ɪən,金
k,jən,金
k,ɪŋ,金
k,iŋ,金
k,un,昆
k,oʊn,昆
k,uŋ,孔
v,none,弗/夫
v,æ,瓦
v,ɑ,瓦
v,ʌ,瓦
v,ɛ,韦
v,eɪ,韦
v,ə,弗
v,i,维
v,ɪ,维
v,ji,维
v,jɪ,维
v,ɔ,沃
v,o,沃
v,əʊ,沃
v,oʊ,沃
v,u,武
v,ʊ,武
v,ju,维尤
v,jʊ,维尤
v,aɪ,韦
v,aʊ,沃
v,æn,万
v,an,万
v,ʌn,万
v,æŋ,万
v,ɑn,旺
v,ʌŋ,旺
v,aʊn,旺
v,ɔn,旺
v,ɔŋ,旺
v,ən,文
v,əŋ,文
v,ɛn,文
v,ɛŋ,文
v,ɪn,温
v,in,温
v,ɪən,温
v,jən,温
v,ɪŋ,温
v,iŋ,温
v,un,文
v,oʊn,文
v,uŋ,翁
w,none,弗/夫
w,æ,瓦
w,ɑ,瓦
w,ʌ,瓦
w,ɛ,韦
w,eɪ,韦
w,ə,沃
w,i,威
w,ɪ,威
w,ji,威
w,jɪ,威
w,ɔ,沃
w,o,沃
w,əʊ,沃
w,oʊ,沃
w,u,伍
w,ʊ,伍
w,ju,威尤
w,jʊ,威尤
w,aɪ,怀
w,aʊ,沃
w,æn,万
w,an,万
w,ʌn,万
w,æŋ,万
w,ɑn,旺
w,ʌŋ,旺
w,aʊn,旺
w,ɔn,旺
w,ɔŋ,旺
w,ən,文
w,əŋ,文
w,ɛn,文
w,ɛŋ,文
w,ɪn,温
w,in,温
w,ɪən,温
w,jən,温
w,ɪŋ,温
w,iŋ,温
w,un,文
w,oʊn,文
w,uŋ,翁
f,none,弗/夫
f,æ,法
f,ɑ,法
f,ʌ,法
f,ɛ,费
f,eɪ,费
f,ə,弗
f,i,菲
f,ɪ,菲
f,ji,菲
f,jɪ,菲
f,ɔ,福
f,o,福
f,əʊ,福
f,oʊ,福
f,u,富
f,ʊ,富
f,ju,菲尤
f,jʊ,菲尤
f,aɪ,法
f,aʊ,福
f,æn,凡
f,an,凡
f,ʌn,凡
f,æŋ,凡
f,ɑn,方
f,ʌŋ,方
f,aʊn,方
f,ɔn,方
f,ɔŋ,方
f,ən,芬
f,əŋ,芬
f,ɛn,芬
f,ɛŋ,芬
f,ɪn,芬
f,in,芬
f,ɪən,芬
f,jən,芬
f,ɪŋ,芬
f,iŋ,芬
f,un,丰
f,oʊn,丰
f,uŋ,丰
z,none,兹
z,æ,扎
z,ɑ,扎
z,ʌ,扎
z,ɛ,泽
z,eɪ,泽
z,ə,泽
z,i,齐
z,ɪ,齐
z,ji,齐
z,jɪ,齐
z,ɔ,佐
z,o,佐
z,əʊ,佐
z,oʊ,佐
z,u,祖
z,ʊ,祖
z,ju,久
z,jʊ,久
z,aɪ,宰
z,aʊ,藻
z,æn,赞
z,an,赞
z,ʌn,赞
z,æŋ,赞
z,ɑn,藏
z,ʌŋ,藏
z,aʊn,藏
z,ɔn,藏
z,ɔŋ,藏
z,ən,曾
z,əŋ,曾
z,ɛn,曾
z,ɛŋ,曾
z,ɪn,津
z,in,津
z,ɪən,津
z,jən,津
z,ɪŋ,京
z,iŋ,京
z,un,尊
z,oʊn,尊
z,uŋ,宗
dz,none,兹
dz,æ,扎
dz,ɑ,扎
dz,ʌ,扎
dz,ɛ,泽
dz,eɪ,泽
dz,ə,泽
dz,i,齐
dz,ɪ,齐
dz,ji,齐
dz,jɪ,齐
dz,ɔ,佐
dz,o,佐
dz,əʊ,佐
dz,oʊ,佐
dz,u,祖
dz,ʊ,祖
dz,ju,久
dz,jʊ,久
dz,aɪ,宰
dz,aʊ,藻
dz,æn,赞
dz,an,赞
dz,ʌn,赞
dz,æŋ,赞
dz,ɑn,藏
dz,ʌŋ,藏
dz,aʊn,藏
dz,ɔn,藏
dz,ɔŋ,藏
dz,ən,曾
dz,əŋ,曾
dz,ɛn,曾
dz,ɛŋ,曾
dz,ɪn,津
dz,in,津
dz,ɪən,津
dz,jən,津
dz,ɪŋ,京
dz,iŋ,京
dz,un,尊
dz,oʊn,尊
dz,uŋ,宗
ts,none,茨
ts,æ,察
ts,ɑ,察
ts,ʌ,察
ts,ɛ,采
ts,eɪ,采
ts,ə,策
ts,i,齐
ts,ɪ,齐
ts,ji,齐
ts,jɪ,齐
ts,ɔ,措
ts,o,措
ts,əʊ,措
ts,oʊ,措
ts,u,楚
ts,ʊ,楚
ts,ju,丘
ts,jʊ,丘
ts,aɪ,蔡
ts,aʊ,曹
ts,æn,灿
ts,an,灿
ts,ʌn,灿
ts,æŋ,灿
ts,ɑn,仓
ts,ʌŋ,仓
ts,aʊn,仓
ts,ɔn,仓
ts,ɔŋ,仓
ts,ən,岑
ts,əŋ,岑
ts,ɛn,岑
ts,ɛŋ,岑
ts,ɪn,钦
ts,in,钦
ts,ɪən,钦
ts,jən,钦
ts,ɪŋ,青
ts,iŋ,青
ts,un,聪
ts,oʊn,聪
ts,uŋ,聪
s,none,斯
s,æ,萨
s,ɑ,萨
s,ʌ,萨
s,ɛ,塞
s,eɪ,塞
s,ə,瑟
s,i,西/锡
s,ɪ,西/锡
s,ji,西/锡
s,jɪ,西/锡
s,ɔ,索
s,o,索
s,əʊ,索
s,oʊ,索
s,u,苏
s,ʊ,苏
s,ju,休
s,jʊ,休
s,aɪ,赛
s,aʊ,绍
s,æn,桑
s,an,桑
s,ʌn,桑
s,æŋ,桑
s,ɑn,桑
s,ʌŋ,桑
s,aʊn,桑
s,ɔn,桑
s,ɔŋ,桑
s,ən,森
s,əŋ,森
s,ɛn,森
s,ɛŋ,森
s,ɪn,辛
s,in,辛
s,ɪən,辛
s,jən,辛
s,ɪŋ,辛
s,iŋ,辛
s,un,孙
s,oʊn,孙
s,uŋ,松
ð,none,斯
ð,æ,萨
ð,ɑ,萨
ð,ʌ,萨
ð,ɛ,塞
ð,eɪ,塞
ð,ə,瑟
ð,i,西/锡
ð,ɪ,西/锡
ð,ji,西/锡
ð,jɪ,西/锡
ð,ɔ,索
ð,o,索
ð,əʊ,索
ð,oʊ,索
ð,u,苏
ð,ʊ,苏
ð,ju,休
ð,jʊ,休
ð,aɪ,赛
ð,aʊ,绍
ð,æn,桑
ð,an,桑
ð,ʌn,桑
ð,æŋ,桑
ð,ɑn,桑
ð,ʌŋ,桑
ð,aʊn,桑
ð,ɔn,桑
ð,ɔŋ,桑
ð,ən,森
ð,əŋ,森
ð,ɛn,森
ð,ɛŋ,森
ð,ɪn,辛
ð,in,辛
ð,ɪən,辛
ð,jən,辛
ð,ɪŋ,辛
ð,iŋ,辛
ð,un,孙
ð,oʊn,孙
ð,uŋ,松
θ,none,斯
θ,æ,萨
θ,ɑ,萨
θ,ʌ,萨
θ,ɛ,塞
θ,eɪ,塞
θ,ə,瑟
θ,i,西/锡
θ,ɪ,西/锡
θ,ji,西/锡
θ,jɪ,西/锡
θ,ɔ,索
θ,o,索
θ,əʊ,索
θ,oʊ,索
θ,u,苏
θ,ʊ,苏
θ,ju,休
θ,jʊ,休
θ,aɪ,赛
θ,aʊ,绍
θ,æn,桑
θ,an,桑
θ,ʌn,桑
θ,æŋ,桑
θ,ɑn,桑
θ,ʌŋ,桑
θ,aʊn,桑
θ,ɔn,桑
θ,ɔŋ,桑
θ,ən,森
θ,əŋ,森
θ,ɛn,森
θ,ɛŋ,森
θ,ɪn,辛
θ,in,辛
θ,ɪən,辛
θ,jən,辛
θ,ɪŋ,辛
θ,iŋ,辛
θ,un,孙
θ,oʊn,孙
θ,uŋ,松
ʒ,none,日
ʒ,ə,热
ʒ,ɔ,若
ʒ,o,若
ʒ,əʊ,若
ʒ,oʊ,若
ʒ,u,茹
ʒ,ʊ,茹
ʒ,ən,任
ʒ,əŋ,任
ʒ,ɛn,任
ʒ,ɛŋ,任
ʃ,none,什
ʃ,æ,沙
ʃ,ɑ,沙
ʃ,ʌ,沙
ʃ,ɛ,谢
ʃ,eɪ,谢
ʃ,ə,舍
ʃ,i,希
ʃ,ɪ,希
ʃ,ji,希
ʃ,jɪ,希
ʃ,ɔ,肖
ʃ,o,肖
ʃ,əʊ,肖
ʃ,oʊ,肖
ʃ,u,舒
ʃ,ʊ,舒
ʃ,ju,休
ʃ,jʊ,休
ʃ,aɪ,夏
ʃ,aʊ,绍
ʃ,æn,尚
ʃ,an,尚
ʃ,ʌn,尚
ʃ,æŋ,尚
ʃ,ɑn,尚
ʃ,ʌŋ,尚
ʃ,aʊn,尚
ʃ,ɔn,尚
ʃ,ɔŋ,尚
ʃ,ən,申
ʃ,əŋ,申
ʃ,ɛn,申
ʃ,ɛŋ,申
ʃ,ɪn,欣
ʃ,in,欣
ʃ,ɪən,欣
ʃ,jən,欣
ʃ,ɪŋ,兴
ʃ,iŋ,兴
ʃ,un,顺
ʃ,oʊn,顺
ʃ,uŋ,雄
ʤ,none,季
ʤ,æ,贾
ʤ,ɑ,贾
ʤ,ʌ,贾
ʤ,ɛ,杰
ʤ,eɪ,杰
ʤ,ə,哲
ʤ,i,吉
ʤ,ɪ,吉
ʤ,ji,吉
ʤ,jɪ,吉
ʤ,ɔ,乔
ʤ,o,乔
ʤ,əʊ,乔
ʤ,oʊ,乔
ʤ,u,朱
ʤ,ʊ,朱
ʤ,ju,久
ʤ,jʊ,久
ʤ,aɪ,贾
ʤ,aʊ,焦
ʤ,æn,詹
ʤ,an,詹
ʤ,ʌn,詹
ʤ,æŋ,詹
ʤ,ɑn,章
ʤ,ʌŋ,章
ʤ,aʊn,章
ʤ,ɔn,章
ʤ,ɔŋ,章
ʤ,ən,真
ʤ,əŋ,真
ʤ,ɛn,真
ʤ,ɛŋ,真
ʤ,ɪn,金
ʤ,in,金
ʤ,ɪən,金
ʤ,jən,金
ʤ,ɪŋ,京
ʤ,iŋ,京
ʤ,un,准
ʤ,oʊn,准
ʤ,uŋ,琼
ʧ,none,奇
ʧ,æ,查
ʧ,ɑ,查
ʧ,ʌ,查
ʧ,ɛ,切
ʧ,eɪ,切
ʧ,ə,彻
ʧ,i,奇
ʧ,ɪ,奇
ʧ,ji,奇
ʧ,jɪ,奇
ʧ,ɔ,乔
ʧ,o,乔
ʧ,əʊ,乔
ʧ,oʊ,乔
ʧ,u,楚
ʧ,ʊ,楚
ʧ,ju,丘
ʧ,jʊ,丘
ʧ,aɪ,柴
ʧ,aʊ,乔
ʧ,æn,钱
ʧ,an,钱
ʧ,ʌn,钱
ʧ,æŋ,钱
ʧ,ɑn,昌
ʧ,ʌŋ,昌
ʧ,aʊn,昌
ʧ,ɔn,昌
ʧ,ɔŋ,昌
ʧ,ən,琴
ʧ,əŋ,琴
ʧ,ɛn,琴
ʧ,ɛŋ,琴
ʧ,ɪn,钦
ʧ,in,钦
ʧ,ɪən,钦
ʧ,jən,钦
ʧ,ɪŋ,青
ʧ,iŋ,青
ʧ,un,春
ʧ,oʊn,春
ʧ,uŋ,琼
h,none,赫
h,æ,哈
h,ɑ,哈
h,ʌ,哈
h,ɛ,赫/黑
h,eɪ,赫/黑
h,ə,赫
h,i,希
h,ɪ,希
h,ji,希
h,jɪ,希
h,ɔ,霍
h,o,霍
h,əʊ,霍
h,oʊ,霍
h,u,胡
h,ʊ,胡
h,ju,休
h,jʊ,休
h,aɪ,海/亥
h,aʊ,豪
h,æn,汉
h,an,汉
h,ʌn,汉
h,æŋ,汉
h,ɑn,杭
h,ʌŋ,杭
h,aʊn,杭
h,ɔn,杭
h,ɔŋ,杭
h,ən,亨
h,əŋ,亨
h,ɛn,亨
h,ɛŋ,亨
h,ɪn,欣
h,in,欣
h,ɪən,欣
h,jən,欣
h,ɪŋ,兴
h,iŋ,兴
h,un,洪
h,oʊn,洪
h,uŋ,洪
m,none,姆
m,æ,马
m,ɑ,马
m,ʌ,马
m,ɛ,梅
m,eɪ,梅
m,ə,默
m,i,米
m,ɪ,米
m,ji,米
m,jɪ,米
m,ɔ,莫
m,o,莫
m,əʊ,莫
m,oʊ,莫
m,u,穆
m,ʊ,穆
m,ju,缪
m,jʊ,缪
m,aɪ,迈
m,aʊ,毛
m,æn,曼
m,an,曼
m,ʌn,曼
m,æŋ,曼
m,ɑn,芒
m,ʌŋ,芒
m,aʊn,芒
m,ɔn,芒
m,ɔŋ,芒
m,ən,门
m,əŋ,门
m,ɛn,门
m,ɛŋ,门
m,ɪn,明
m,in,明
m,ɪən,明
m,jən,明
m,ɪŋ,明
m,iŋ,明
m,un,蒙
m,oʊn,蒙
m,uŋ,蒙
n,none,恩
n,æ,纳
n,ɑ,纳
n,ʌ,纳
n,ɛ,内
n,eɪ,内
n,ə,纳
n,i,尼
n,ɪ,尼
n,ji,尼
n,jɪ,尼
n,ɔ,诺
n,o,诺
n,əʊ,诺
n,oʊ,诺
n,u,努
n,ʊ,努
n,ju,纽
n,jʊ,纽
n,aɪ,奈
n,aʊ,瑙
n,æn,南/楠
n,an,南/楠
n,ʌn,南/楠
n,æŋ,南/楠
n,ɑn,南/楠
n,ʌŋ,南/楠
n,aʊn,南/楠
n,ɔn,南/楠
n,ɔŋ,南/楠
n,ən,嫩
n,əŋ,嫩
n,ɛn,嫩
n,ɛŋ,嫩
n,ɪn,宁
n,in,宁
n,ɪən,宁
n,jən,宁
n,ɪŋ,宁
n,iŋ,宁
n,un,嫩
n,oʊn,嫩
n,uŋ,农
l,none,尔
l,æ,拉
l,ɑ,拉
l,ʌ,拉
l,ɛ,莱
l,eɪ,莱
l,ə,勒
l,i,利
l,ɪ,利
l,ji,利
l,jɪ,利
l,ɔ,洛
l,o,洛
l,əʊ,洛
l,oʊ,洛
l,u,卢
l,ʊ,卢
l,ju,柳
l,jʊ,柳
l,aɪ,莱
l,aʊ,劳
l,æn,兰
l,an,兰
l,ʌn,兰
l,æŋ,兰
l,ɑn,朗
l,ʌŋ,朗
l,aʊn,朗
l,ɔn,朗
l,ɔŋ,朗
l,ən,伦
l,əŋ,伦
l,ɛn,伦
l,ɛŋ,伦
l,ɪn,林
l,in,林
l,ɪən,林
l,jən,林
l,ɪŋ,灵
l,iŋ,灵
l,un,伦
l,oʊn,伦
l,uŋ,隆
r,none,尔
r,æ,拉
r,ɑ,拉
r,ʌ,拉
r,ɛ,雷
r,eɪ,雷
r,ə,勒
r,i,里
r,ɪ,里
r,ji,里
r,jɪ,里
r,ɔ,罗
r,o,罗
r,əʊ,罗
r,oʊ,罗
r,u,鲁
r,ʊ,鲁
r,ju,留
r,jʊ,留
r,aɪ,赖
r,aʊ,劳
r,æn,兰
r,an,兰
r,ʌn,兰
r,æŋ,兰
r,ɑn,朗
r,ʌŋ,朗
r,aʊn,朗
r,ɔn,朗
r,ɔŋ,朗
r,ən,伦
r,əŋ,伦
r,ɛn,伦
r,ɛŋ,伦
r,ɪn,林
r,in,林
r,ɪən,林
r,jən,林
r,ɪŋ,灵
r,iŋ,灵
r,un,伦
r,oʊn,伦
r,uŋ,龙
j,none,伊
j,æ,亚
j,ɑ,亚
j,ʌ,亚
j,ɛ,耶
j,eɪ,耶
j,ə,耶
j,i,伊
j,ɪ,伊
j,ji,伊
j,jɪ,伊
j,ɔ,约
j,o,约
j,əʊ,约
j,oʊ,约
j,u,尤
j,ʊ,尤
j,aɪ,耶
j,aʊ,尧
j,æn,扬
j,an,扬
j,ʌn,扬
j,æŋ,扬
j,ɑn,扬
j,ʌŋ,扬
j,aʊn,扬
j,ɔn,扬
j,ɔŋ,扬
j,ən,因
j,əŋ,因
j,ɛn,因
j,ɛŋ,因
j,ɪŋ,英
j,iŋ,英
j,un,云
j,oʊn,云
j,uŋ,永
gw,æ,瓜
gw,ɑ,瓜
gw,ʌ,瓜
gw,ɛ,圭
gw,eɪ,圭
gw,ə,果
gw,i,圭
gw,ɪ,圭
gw,ji,圭
gw,jɪ,圭
gw,ɔ,果
gw,o,果
gw,əʊ,果
gw,oʊ,果
gw,aɪ,瓜伊
gw,æn,关
gw,an,关
gw,ʌn,关
gw,æŋ,关
gw,ɑn,光
gw,ʌŋ,光
gw,aʊn,光
gw,ɔn,光
gw,ɔŋ,光
gw,ən,古恩
gw,əŋ,古恩
gw,ɛn,古恩
gw,ɛŋ,古恩
gw,ɪn,古因
gw,in,古因
gw,ɪən,古因
gw,jən,古因
gw,ɪŋ,古英
gw,iŋ,古英
kw,æ,夸
kw,ɑ,夸
kw,ʌ,夸
kw,ɛ,奎
kw,eɪ,奎
kw,ə,阔
kw,i,奎
kw,ɪ,奎
kw,ji,奎
kw,jɪ,奎
kw,ɔ,阔
kw,o,阔
kw,əʊ,阔
kw,oʊ,阔
kw,u,库
kw,ʊ,库
kw,aɪ,夸
kw,aʊ,阔
kw,æn,宽
kw,an,宽
kw,ʌn,宽
kw,æŋ,宽
kw,ɑn,匡
kw,ʌŋ,匡
kw,aʊn,匡
kw,ɔn,匡
kw,ɔŋ,匡
kw,ən,昆
kw,əŋ,昆
kw,ɛn,昆
kw,ɛŋ,昆
kw,ɪn,昆
kw,in,昆
kw,ɪən,昆
kw,jən,昆
hw,æ,华
hw,ɑ,华
hw,ʌ,华
hw,ɛ,惠
hw,eɪ,惠
hw,ə,霍
hw,i,惠
hw,ɪ,惠
hw,ji,惠
hw,jɪ,惠
hw,ɔ,霍
hw,o,霍
hw,əʊ,霍
hw,oʊ,霍
hw,aɪ,怀
hw,æn,环
hw,an,环
hw,ʌn,环
hw,æŋ,环
hw,ɑn,黄
hw,ʌŋ,黄
hw,aʊn,黄
hw,ɔn,黄
hw,ɔŋ,黄
hw,uŋ,洪
